day,current,current_theoretical,temperature,speed_rpm,domain_unit,time_index,delta_I,current_s,current_theoretical_s,temperature_s,friction_torque_s,delta_I_s,fused_rms_vector,fused_rms_mean,fused_std_mean,fused_envelope_rms_mean,fused_rms_max,fused_std_max,fused_envelope_rms_max,fused_total_energy_sum,fused_total_energy_mean,fused_variance_mean,HI_flywheel,life_ratio_observed
381,0.2119,0.216677,35.8,3000,attachment2,381,-0.004777,0.2174770491803278,0.2167117049180328,35.834426229508196,,0.000765344262295,0.0653837366810295,0.0654114770080104,0.2246014728195185,0.0650355225765584,0.0654114770080104,0.3954008238324988,0.0650951399459472,0.0652265414948042,0.0652411416668995,0.1526392450383629,0.0761483109253719,0.1088571428571428
382,0.2,0.216997,35.7,3000,attachment2,382,-0.0169969999999999,0.2174016393442623,0.2170317213114754,35.83442622950819,,0.0003699180327868,0.0653349158298508,0.0653597051615855,0.1677155430160581,0.0650237444814962,0.0653597051615855,0.3883035231125222,0.0650770197996981,0.0651944429500206,0.0652074899667231,0.1316638064702717,0.0762546713232097,0.1091428571428571
383,0.2131,0.217317,35.8,3000,attachment2,383,-0.0042169999999999,0.2177770491803278,0.2173519672131147,35.837704918032784,,0.0004250819672131,0.065594041830526,0.0656174389187877,0.1738241837110844,0.0653003468015566,0.0656174389187877,0.3832028630366417,0.0653506300175577,0.0654614583303763,0.0654737725873561,0.1335270186347305,0.0764586399389266,0.1094285714285714
384,0.2116,0.217638,35.8,3000,attachment2,384,-0.0060379999999999,0.2181622950819672,0.2176724426229508,35.84098360655737,,0.0004898524590163,0.0658595357683115,0.0658819255255236,0.1826805070203709,0.0655784853948855,0.0658819255255236,0.3828269107451664,0.0656266037327537,0.0657326604774427,0.0657444445601859,0.1368102688842625,0.0766536764943477,0.1097142857142857
385,0.2192,0.217958,35.8,3000,attachment2,385,0.0012419999999999,0.2183868852459016,0.2179931475409836,35.842622950819674,,0.000393737704918,0.0660129785328126,0.066036115589876,0.16726389184282,0.0657225475796743,0.066036115589876,0.3758032369759287,0.0657722719566966,0.0658818685427865,0.0658940459412409,0.1307297303610629,0.0769091188260413,0.11
386,0.221,0.218279,35.9,3000,attachment2,386,0.002721,0.2190426229508196,0.2183140655737705,35.84754098360656,,0.0007285573770491,0.066461632274947,0.0664863055587881,0.2144274429194167,0.0661519176330465,0.0664863055587881,0.3784676326179233,0.0662049435500735,0.0663218169998473,0.066334802938711,0.1480540451543825,0.0771975619610663,0.1102857142857142
387,0.2336,0.2186,36.0,3000,attachment2,387,0.015,0.2193819672131147,0.2186351967213115,35.84918032786886,,0.0007467704918032,0.0666893676390678,0.0667192788677002,0.2171788856374904,0.0663139030059726,0.0667192788677002,0.3792322239312925,0.0663781859096123,0.066519870676818,0.0665356134287298,0.1491852947801482,0.0774431487793196,0.1105714285714285
388,0.2265,0.218922,35.9,3000,attachment2,388,0.007578,0.2198950819672131,0.2189565573770492,35.85409836065573,,0.0009385245901639,0.0670456862931034,0.0670715525183739,0.244891624907962,0.0667209970969451,0.0670715525183739,0.3830973761483766,0.0667765867916053,0.0668991110165707,0.0669127248193447,0.1596743898961097,0.0776346344145873,0.1108571428571428
389,0.2146,0.219243,35.8,3000,attachment2,389,-0.0046429999999999,0.2201819672131147,0.2192781475409836,35.85573770491803,,0.0009038196721311,0.0672394593259695,0.0672685106297729,0.2402368296353281,0.0668747890124366,0.0672685106297729,0.383600630703254,0.0669372238320142,0.0670748352710832,0.0670901254309798,0.1581362875404766,0.0778322571801531,0.1111428571428571
390,0.2124,0.219565,35.8,3000,attachment2,390,-0.007165,0.2208819672131147,0.2195999508196721,35.86229508196721,,0.0012820163934426,0.0677248103189169,0.0677490884215867,0.296869846712536,0.0674200562406675,0.0677490884215867,0.3978077562558503,0.0674722328648262,0.0675872344037883,0.0676000123525618,0.1799919731444969,0.0780383895216575,0.1114285714285714
391,0.2238,0.219887,35.9,3000,attachment2,391,0.003913,0.2213655737704918,0.2199219836065573,35.86557377049181,,0.0014435901639344,0.068053983627805,0.0680811035236594,0.3222499798690436,0.067713557566686,0.0680811035236594,0.4078283146204999,0.0677718415533905,0.0679003042179637,0.0679145778473608,0.1901419743289625,0.0782771095667564,0.1117142857142857
392,0.2096,0.220209,35.8,3000,attachment2,392,-0.0106089999999999,0.2214540983606557,0.2202442459016393,35.8655737704918,,0.0012098524590163,0.0681112950617973,0.0681418791694625,0.290945248727975,0.0677273840261057,0.0681418791694625,0.4113688219494477,0.0677931130294212,0.0679379851183614,0.0679540820171326,0.1792904746019828,0.0785063270646064,0.112
393,0.2352,0.220532,36.0,3000,attachment2,393,0.0146679999999999,0.2219180327868852,0.2205667540983606,35.86885245901639,,0.0013512786885246,0.0684277324964649,0.0684603885724678,0.3137334495233196,0.0680178128055859,0.0684603885724678,0.4220493906051632,0.0680879947233115,0.0682426813991149,0.0682598688075375,0.1885760723273461,0.0787544169856314,0.1122857142857142
394,0.2303,0.220855,35.9,3000,attachment2,394,0.009445,0.2222721311475409,0.220889475409836,35.87213114754098,,0.0013826557377049,0.0686730613000679,0.0687034911556804,0.3220414293456208,0.0682910865335636,0.0687034911556804,0.4352595092740152,0.0683564840302747,0.0685006254515971,0.0685166411650773,0.1929250493492711,0.0789548485272109,0.1125714285714285
395,0.2174,0.221177,35.8,3000,attachment2,395,-0.003777,0.222683606557377,0.2212124262295081,35.875409836065565,,0.0014711803278688,0.0689555364034807,0.0689859853611728,0.3392212711255317,0.0685733218556091,0.0689859853611728,0.4516641041361344,0.068638760405035,0.0687829923098923,0.0687990180770986,0.2007391784311451,0.0791352734420917,0.1128571428571428
396,0.2078,0.221501,35.8,3000,attachment2,396,-0.0137009999999999,0.2229327868852459,0.221535606557377,35.877049180327866,,0.0013971803278688,0.0691248990107574,0.0691570575493594,0.3311683679830297,0.0687212247235702,0.0691570575493594,0.458978318002018,0.06879033737232,0.0689426672920132,0.0689595928386458,0.1986199123437244,0.0793257780088659,0.1131428571428571
397,0.2327,0.221824,36.0,3000,attachment2,397,0.0108759999999999,0.2233163934426229,0.221859,35.880327868852454,,0.0014573934426229,0.0693893316256912,0.0694204186811729,0.3380004787603394,0.0689991072713542,0.0694204186811729,0.4539586034455196,0.0690659171712931,0.0692131716446278,0.0692295332527761,0.2007490230500839,0.0795255156308307,0.1134285714285714
398,0.2212,0.222148,35.9,3000,attachment2,398,-0.000948,0.2237770491803279,0.2221826229508196,35.88360655737704,,0.0015944262295082,0.0697036464146553,0.0697366771343337,0.3558021965080653,0.0692890239597447,0.0697366771343337,0.45004550525736,0.0693600110327378,0.0695164723364777,0.0695338569257821,0.2068986077657949,0.0797094983550756,0.1137142857142857
399,0.2324,0.222471,35.9,3000,attachment2,399,0.0099289999999999,0.2238573770491803,0.2225064754098361,35.88360655737705,,0.0013509016393442,0.0697556512343892,0.0697918254055255,0.31826195627653,0.0693015701914414,0.0697918254055255,0.4373184530272387,0.0693793129276553,0.0695506642646168,0.0695697033020569,0.1923095814045928,0.0798978460676902,0.114
400,0.21,0.222795,35.8,3000,attachment2,400,-0.012795,0.224127868852459,0.2228305409836065,35.88688524590163,,0.0012973278688524,0.0699468525725549,0.0699775287677017,0.3044472082693,0.0695617855966324,0.0699775287677017,0.4159980943203429,0.0696277125072551,0.069773020800056,0.0697891661659227,0.1855511827310794,0.0800651160862302,0.1142857142857142
401,0.2183,0.22312,35.8,3000,attachment2,401,-0.00482,0.2241803278688524,0.2231548360655738,35.88688524590164,,0.0010254918032786,0.0699808149038096,0.0700135439652147,0.2606416861782391,0.0695699790540671,0.0700135439652147,0.3954548964818047,0.069640317826385,0.0697953502225143,0.0698125760443064,0.167998770756408,0.0802350352235604,0.1145714285714285
402,0.2235,0.223444,35.9,3000,attachment2,402,5.6000000000000494e-05,0.2244032786885245,0.2234793770491803,35.88852459016393,,0.0009239016393442,0.070133196345459,0.0701666085546448,0.2391930980371615,0.0697137851933106,0.0701666085546448,0.3708520083584033,0.0697855921341047,0.069943860493406,0.0699614458666617,0.1581316005562049,0.0804089076220468,0.1148571428571428
403,0.2241,0.223769,35.9,3000,attachment2,403,0.0003309999999999,0.2246327868852459,0.223804131147541,35.89016393442623,,0.0008286557377049,0.0702898230785152,0.0703241750437641,0.2193949157555023,0.069858615514734,0.0703241750437641,0.3488220624174215,0.0699324421067161,0.0700951619421052,0.0701132419238151,0.1490927770798762,0.0805852922721101,0.1151428571428571
404,0.2205,0.224094,35.9,3000,attachment2,404,-0.0035939999999999,0.2250295081967213,0.2241291147540983,35.89344262295082,,0.0009003934426229,0.0705627462762627,0.0705965399749559,0.2225455880844205,0.0701385464268765,0.0705965399749559,0.3262113186410436,0.0702111732354716,0.0703712486503343,0.0703890348075413,0.148273635627107,0.0807647024725915,0.1154285714285714
405,0.2294,0.224419,35.9,3000,attachment2,405,0.0049809999999999,0.2250819672131147,0.2244543278688524,35.895081967213116,,0.0006276393442622,0.0706047501413342,0.0706325551724689,0.1798502316352572,0.070255723829459,0.0706325551724689,0.3097924222915358,0.0703154802560204,0.0704471882982375,0.0704618225251505,0.131578275981592,0.0809409855299928,0.1157142857142857
406,0.2162,0.224745,35.8,3000,attachment2,406,-0.0085449999999999,0.2257213114754098,0.2247797704918032,35.89999999999999,,0.0009415409836065,0.0710427906549514,0.0710714903921582,0.2232441810816278,0.0706825334273824,0.0710714903921582,0.3095469107697798,0.0707442126871689,0.0708801588107798,0.0708952639356255,0.1472860988131965,0.0811066524399566,0.116
407,0.2239,0.22507,35.9,3000,attachment2,407,-0.00117,0.2257508196721311,0.2251054426229508,35.9,,0.0006453770491803,0.0710618944662823,0.0710917489407593,0.177817249439511,0.0706871422471896,0.0710917489407593,0.2948283721861893,0.0707513031791796,0.0708927191109127,0.0709084319922164,0.1296954732153932,0.0812797022843598,0.1162857142857142
408,0.2264,0.225396,35.9,3000,attachment2,408,0.0010039999999999,0.2258295081967213,0.225431344262295,35.90163934426229,,0.0003981639344262,0.0711208794969811,0.0711457717370287,0.139321089200908,0.0708084163784892,0.0711457717370287,0.2806174842826666,0.0708619128592932,0.0709798234700448,0.0709929246490173,0.1147048558579197,0.0814477226340228,0.1165714285714285
409,0.2298,0.225722,35.9,3000,attachment2,409,0.0040779999999999,0.2258622950819672,0.2257574754098361,35.90163934426229,,0.0001048196721311,0.0711421059540153,0.0711682812354743,0.0935676212504373,0.0708135372893855,0.0711682812354743,0.2635089754791354,0.0708697911837491,0.0709937793590811,0.0710075558230069,0.0967756843438523,0.0816009357489948,0.1168571428571428
410,0.2317,0.226048,35.9,3000,attachment2,410,0.0056519999999999,0.2263442622950819,0.2260838196721311,35.90491803278688,,0.0002604426229508,0.0714702179400517,0.0714991708626247,0.1134882776762335,0.0711067825698587,0.0714991708626247,0.2580780818929974,0.0711690059560902,0.0713061513788046,0.0713213897591061,0.1035410947290618,0.0817364040686572,0.1171428571428571
411,0.2174,0.226375,35.8,3000,attachment2,411,-0.0089749999999999,0.2267770491803278,0.2264104098360655,35.90819672131148,,0.0003666393442622,0.0717664902405368,0.0717962962421067,0.1282653600726498,0.0713923464839877,0.0717962962421067,0.2583163038346529,0.0714564032417477,0.0715975895649738,0.0716132769342211,0.1089959322599311,0.0818897358224525,0.1174285714285714
412,0.2144,0.226702,35.8,3000,attachment2,412,-0.0123019999999999,0.226911475409836,0.2267372295081967,35.90983606557377,,0.0001742459016393,0.0718615602481938,0.0718885851857337,0.1018944222619329,0.0715223261638111,0.0718885851857337,0.2592189343041219,0.0715804060734364,0.0717084189354676,0.0717226425868044,0.0997391496184805,0.0820731911173699,0.1177142857142857
413,0.2373,0.227029,36.0,3000,attachment2,413,0.010271,0.2275049180327868,0.2270642786885245,35.91475409836066,,0.0004406393442623,0.0722698837219633,0.0722960071075992,0.1442847120452874,0.0719419664864806,0.0722960071075992,0.2775569194025673,0.0719981088503473,0.0721218512033596,0.0721356003536943,0.1168141329708844,0.0822688241283913,0.118
414,0.23,0.227356,35.9,3000,attachment2,414,0.002644,0.2277295081967213,0.2273915573770491,35.91639344262295,,0.0003379508196721,0.0724233264864643,0.0724501971719516,0.1336406821076273,0.0720860286712685,0.0724501971719516,0.2894762111192615,0.0721437770742895,0.072271059268703,0.0722852017347489,0.1141970788284817,0.0824509687687075,0.1182857142857142
415,0.2217,0.227684,35.9,3000,attachment2,415,-0.0059839999999999,0.2282442622950819,0.2277190491803278,35.91967213114754,,0.000525213114754,0.0727726649295349,0.0728035962975476,0.1654847272744311,0.0723843948626385,0.0728035962975476,0.3091857280216931,0.0724508701710869,0.0725973871774629,0.072613666844838,0.1275553090237044,0.0826301495741112,0.1185714285714285
416,0.2404,0.228011,36.0,3000,attachment2,416,0.012389,0.2286,0.2280467868852458,35.922950819672124,,0.0005532131147541,0.0730190550559896,0.0730478243556825,0.1738684110043821,0.0726579246361602,0.0730478243556825,0.3242069852988203,0.0727197533942721,0.0728560290243964,0.0728711707610769,0.1320995003119864,0.0828081433117248,0.1188571428571428
417,0.2293,0.228339,35.9,3000,attachment2,417,0.000961,0.2287606557377049,0.2283747540983606,35.922950819672124,,0.0003859016393442,0.0731230646954572,0.0731581208980659,0.1532051452041951,0.0726830170995524,0.0731581208980659,0.3325577515555575,0.0727583571841063,0.0729244128806742,0.0729428635136261,0.1254951908214737,0.0829585012064022,0.1191428571428571
418,0.2381,0.228667,36.0,3000,attachment2,418,0.0094329999999999,0.2287754098360655,0.2287029508196721,35.922950819672124,,7.24590163934391e-05,0.0731326166011226,0.0731682501723664,0.1094798800290678,0.0726853215094558,0.0731682501723664,0.3314870026400993,0.0727619024301115,0.0729306930307405,0.0729494475419215,0.1097795980024929,0.0830697037682561,0.1194285714285714
419,0.2295,0.228996,35.9,3000,attachment2,419,0.000504,0.2288409836065573,0.2290313606557377,35.922950819672124,,-0.0001903770491803,0.073175069515191,0.0732132691692576,0.1249890727214362,0.0726955633312485,0.0732132691692576,0.3287552210776836,0.0727776590790234,0.072958604808813,0.0729787098899008,0.1150649299618287,0.0831589811200581,0.1197142857142857
420,0.2458,0.229324,36.1,3000,attachment2,420,0.0164759999999999,0.2292377049180328,0.2293600163934426,35.92622950819672,,-0.0001223114754098,0.0734479927129384,0.0734856341004495,0.1139639328880079,0.0729754942433915,0.0734856341004495,0.3234227424415159,0.0730563902077794,0.0732346915170424,0.0732545027736271,0.1107874087855271,0.0832601055679727,0.12
421,0.2437,0.229653,36.0,3000,attachment2,421,0.014047,0.2298098360655737,0.2296889016393442,35.9311475409836,,0.0001209344262295,0.0738425189896356,0.0738784248483253,0.1176756702838461,0.0733918059739779,0.0738784248483253,0.336430824451707,0.0734689720737935,0.0736390524570606,0.0736579502774236,0.1135537038556226,0.0833450919577857,0.1202857142857142
422,0.228,0.229982,35.9,3000,attachment2,422,-0.0019819999999999,0.2299459016393442,0.2300180163934426,35.9311475409836,,-7.211475409835133e-05,0.0739306087863276,0.0739718392668746,0.1116310536673738,0.0734130577541979,0.0739718392668746,0.3388164874404719,0.0735016671202858,0.0736969693965611,0.0737186696494806,0.1116164380558393,0.0834501587483878,0.1205714285714285
423,0.2381,0.230312,36.0,3000,attachment2,423,0.007788,0.2305147540983606,0.2303473606557377,35.9344262295082,,0.0001673934426229,0.0743149708835046,0.0743623790649059,0.1261238915336853,0.0737198734485469,0.0743623790649059,0.3431468180916317,0.0738217594524356,0.0740463245222309,0.0740712761966526,0.1173497412061251,0.0835760932599958,0.1208571428571428
424,0.2358,0.230641,36.0,3000,attachment2,424,0.0051589999999999,0.2305344262295082,0.2306769180327869,35.9344262295082,,-0.0001424918032786,0.0743277067577252,0.0743758847639732,0.1187096424412871,0.0737229459950847,0.0743758847639732,0.3299268555521496,0.0738264864471091,0.0740546980556527,0.0740800549010464,0.1134742271516024,0.0836982198831612,0.1211428571428571
425,0.2419,0.230971,36.0,3000,attachment2,425,0.0109289999999999,0.2306049180327869,0.2310067049180328,35.93606557377049,,-0.0004017868852458,0.0743813851741655,0.0744242801856313,0.1504695475211695,0.0738429398986602,0.0744242801856313,0.3161067154773735,0.0739351265461087,0.0741383134425258,0.0741608897643499,0.1236113454205431,0.0838314250690897,0.1214285714285714
426,0.2236,0.231301,35.9,3000,attachment2,426,-0.007701,0.230983606557377,0.231336737704918,35.93934426229508,,-0.0003531311475409,0.0746426338205441,0.0746842648926781,0.1417148543662159,0.0741200543098097,0.0746842648926781,0.3093831204778473,0.0742095245964134,0.0744067244117849,0.0744286355023817,0.1200155229670988,0.0839585336682465,0.1217142857142857
427,0.2371,0.231631,36.0,3000,attachment2,427,0.005469,0.2314032786885246,0.2316669999999999,35.942622950819676,,-0.0002637213114753,0.0749304155382155,0.0749723864727818,0.1268747797607507,0.0744035698595802,0.0749723864727818,0.3011863649745759,0.0744937705522886,0.0746925802423396,0.0747146702079008,0.1141095565202672,0.0840758168221101,0.122
428,0.2404,0.231962,36.0,3000,attachment2,428,0.008438,0.231483606557377,0.2319974918032787,35.942622950819676,,-0.0005138852459016,0.0749824203579493,0.0750275347439736,0.1602585843024697,0.0744161160912764,0.0750275347439736,0.2969940157416747,0.0745130724472057,0.0747267721704785,0.0747505165841755,0.1256430542849689,0.0841648559069513,0.1222857142857142
429,0.2182,0.232292,35.8,3000,attachment2,429,-0.0140919999999999,0.2316721311475409,0.2323282131147541,35.94426229508196,,-0.0006560819672131,0.0751125140197127,0.0751569643600358,0.1776488438524677,0.0745545452740783,0.0751569643600358,0.2893258001375453,0.0746500745142463,0.0748606287578819,0.0748840236738414,0.1312194064226534,0.0842356551930316,0.1225714285714285
430,0.2232,0.232623,35.9,3000,attachment2,430,-0.0094229999999999,0.2320983606557377,0.2326591803278688,35.949180327868845,,-0.0005608196721311,0.0754125825626077,0.0754495878398287,0.1659005126815508,0.0749480689511758,0.0754495878398287,0.2941362581850424,0.0750275978364314,0.0752028859916887,0.075222362453384,0.1277030404938005,0.0843194278417191,0.1228571428571428
431,0.2166,0.232954,35.8,3000,attachment2,431,-0.016354,0.2326442622950819,0.2329903770491803,35.95245901639344,,-0.0003461147540983,0.0757820861398608,0.075824370988948,0.1409723435770863,0.0752513000078973,0.075824370988948,0.3101467402557576,0.075342175341462,0.0755424719950331,0.0755647271787633,0.1204419980720537,0.0843920755109147,0.1231428571428571
432,0.2311,0.233286,35.9,3000,attachment2,432,-0.0021859999999999,0.2329622950819672,0.2333217868852459,35.95573770491803,,-0.0003594918032787,0.0760040658407261,0.0760427131238704,0.1469539453451449,0.0755189407338886,0.0760427131238704,0.3239107794392972,0.0756019984915233,0.0757850645695751,0.0758054052449142,0.1240115612652555,0.0844942703972443,0.1234285714285714
433,0.2394,0.233617,36.0,3000,attachment2,433,0.005783,0.2333213114754098,0.2336534426229508,35.959016393442624,,-0.0003321311475409,0.0762525786128842,0.0762891921318498,0.1455528233380918,0.0757929825985008,0.0762891921318498,0.3318696167511005,0.0758716695471549,0.0760451020054128,0.0760643722785525,0.1244053829363995,0.084648343328241,0.1237142857142857
434,0.246,0.233949,36.1,3000,attachment2,434,0.012051,0.2336327868852458,0.2339853278688524,35.96065573770492,,-0.0003525409836065,0.076462271488526,0.0765030323670831,0.1485071095716888,0.0759506151971646,0.0765030323670831,0.3322963814587804,0.0760382153309057,0.0762312931767025,0.0762527462706799,0.1255777070614663,0.0848324961341142,0.124
435,0.2349,0.234281,36.0,3000,attachment2,435,0.000619,0.2339950819672131,0.2343174426229508,35.96229508196722,,-0.0003223606557377,0.0767048653725708,0.076751762324907,0.1456127873744075,0.0761161852077182,0.076751762324907,0.3365794006619556,0.0762169725175637,0.0764391159759986,0.0764637985824914,0.1250193232358014,0.0850479786963018,0.1242857142857142
436,0.2476,0.234614,36.1,3000,attachment2,436,0.0129859999999999,0.2343262295081967,0.2346497868852458,35.96557377049181,,-0.0003235573770491,0.0769353356562498,0.0769791082592077,0.1494682728864954,0.0763858742980681,0.0769791082592077,0.3488786314908764,0.0764799469974074,0.0766872909061552,0.0767103291182383,0.1276935412760849,0.0853329844810427,0.1245714285714285
437,0.2239,0.234946,35.9,3000,attachment2,437,-0.011046,0.2348983606557377,0.2349823606557377,35.970491803278684,,-8.400000000000074e-05,0.0773298619329469,0.0773718990070835,0.1208959130236063,0.076802186028654,0.0773718990070835,0.3642133112773409,0.0768925288634211,0.0770916518461732,0.0771137766220345,0.1191458428330029,0.0856048182935099,0.1248571428571428
438,0.2217,0.235279,35.9,3000,attachment2,438,-0.0135789999999999,0.2351803278688524,0.2353151803278688,35.97213114754098,,-0.0001348524590163,0.0775204509972579,0.0775654806937157,0.1338095021627881,0.076955209807511,0.0775654806937157,0.3837859212335151,0.0770519841551616,0.0772652827173302,0.0772889825575712,0.1256528893402816,0.085919699354122,0.1251428571428571
439,0.2352,0.235612,36.0,3000,attachment2,439,-0.0004119999999999,0.2354213114754098,0.2356482295081967,35.97377049180328,,-0.0002269180327869,0.0776845069902761,0.0777309255072909,0.1493308924959426,0.0771018324477481,0.0777309255072909,0.3930278828302916,0.0772015915413325,0.0774214687271922,0.077445899525621,0.132132018926321,0.0862710871687839,0.1254285714285714
440,0.239,0.235945,36.0,3000,attachment2,440,0.003055,0.2356524590163934,0.2359815081967213,35.97540983606557,,-0.0003290491803278,0.077842195046184,0.0778896174713324,0.1632210725849805,0.0772469188147157,0.0778896174713324,0.3921863680088712,0.0773488354301663,0.077573467970343,0.0775984271414737,0.1370922506149146,0.0866548992903122,0.1257142857142857
441,0.236,0.236279,36.0,3000,attachment2,441,-0.000279,0.2355918032786885,0.2363150327868852,35.97540983606557,,-0.0007232295081967,0.0778029261006707,0.0778479748992081,0.2149944306424148,0.0772374451295574,0.0778479748992081,0.3828168513114933,0.0773342605299227,0.0775476495756259,0.0775713594695929,0.154712709084956,0.0869964514319537,0.126
442,0.2201,0.236613,35.9,3000,attachment2,442,-0.016513,0.2358737704918033,0.2366487868852458,35.97868852459016,,-0.0007750163934425,0.0780015566987984,0.0780415565858403,0.2201365612700629,0.0774994528535627,0.0780415565858403,0.3760532832605381,0.0775854175230824,0.077774890672228,0.0777959432443553,0.1560763261990939,0.0873366975082404,0.1262857142857142
443,0.2362,0.236947,36.0,3000,attachment2,443,-0.0007469999999999,0.2365885245901639,0.2369827704918032,35.985245901639345,,-0.0003942459016393,0.0784964595974112,0.0785322636519545,0.1664833664099521,0.078047024491697,0.0785322636519545,0.3729669100003299,0.0781239718018997,0.0782935699549994,0.0783124141942326,0.1369382540785971,0.0876611632501228,0.1265714285714285
444,0.2268,0.237281,35.9,3000,attachment2,444,-0.0104809999999999,0.2369704918032786,0.2373169836065573,35.98852459016394,,-0.0003464918032786,0.0787598308894933,0.0787944993088458,0.1577216546226748,0.0783246509939367,0.0787944993088458,0.3658037371630241,0.0783991576846504,0.0785633765131623,0.0785816230496637,0.1332991070286722,0.0879436180917016,0.1268571428571428
445,0.243,0.237615,36.0,3000,attachment2,445,0.005385,0.2372295081967213,0.2376514262295082,35.99180327868852,,-0.0004219180327868,0.078943602967697,0.0789723243465661,0.1659485474087181,0.078583074080314,0.0789723243465661,0.3584111638935726,0.0786447998506905,0.0787808484874389,0.0787959650026331,0.1357060172862335,0.0882198624613975,0.1271428571428571
446,0.2409,0.23795,36.0,3000,attachment2,446,0.00295,0.2377377049180327,0.2379860983606557,35.99508196721311,,-0.0002483934426229,0.0792886961193607,0.079321221572473,0.1432100730770623,0.0788804160895042,0.079321221572473,0.3627124434396603,0.0789503172825964,0.0791043852183913,0.079121503877924,0.1281397256203454,0.0884806620225082,0.1274285714285714
447,0.2308,0.238285,35.9,3000,attachment2,447,-0.0074849999999999,0.2379098360655737,0.2383210163934426,35.996721311475405,,-0.0004111803278688,0.0794081765526071,0.0794393964393124,0.1653704166482665,0.0790162848168584,0.0794393964393124,0.3614404153559094,0.0790833801874094,0.0792312638612768,0.0792476953805954,0.1360136108924962,0.0887496780992677,0.1277142857142857
448,0.2345,0.23862,36.0,3000,attachment2,448,-0.00412,0.2386327868852459,0.2386561639344262,36.00327868852459,,-2.3377049180317577e-05,0.0799083860654784,0.0799357308800381,0.11509707311136,0.0795651366827168,0.0799357308800381,0.3728664358674213,0.0796239040473406,0.0797534321163072,0.0797678241239702,0.1194302079519463,0.0890258881229301,0.128
449,0.2305,0.238955,35.9,3000,attachment2,449,-0.0084549999999999,0.2389606557377049,0.2389915573770491,36.00655737704918,,-3.090163934424406e-05,0.080136733703454,0.0801608258644941,0.1188273559022691,0.079834313681977,0.0801608258644941,0.3818274805627626,0.0798860906947386,0.0800002114575602,0.0800128915423181,0.1217497363079764,0.0893514695557095,0.1282857142857142
450,0.2388,0.239291,36.0,3000,attachment2,450,-0.0004909999999999,0.2392704918032787,0.2393271803278688,36.00983606557378,,-5.668852459017604e-05,0.0803534067900609,0.0803735406248051,0.1246864231793229,0.0801006741802451,0.0803735406248051,0.3894548882736957,0.0801439442636867,0.0802393150598436,0.0802499118149721,0.1247057071176495,0.0896521296757968,0.1285714285714285
451,0.2473,0.239627,36.1,3000,attachment2,451,0.0076729999999999,0.239211475409836,0.2396630491803278,36.00819672131148,,-0.0004515737704918,0.0803071576335825,0.080333023527603,0.1780766240873357,0.079982472595483,0.080333023527603,0.3851494687802032,0.0800380615782463,0.080160584234133,0.0801741978625648,0.1432962533130461,0.0899644834368328,0.1288571428571428
452,0.2321,0.239963,35.9,3000,attachment2,452,-0.007863,0.2391065573770491,0.2399991475409836,36.00819672131148,,-0.0008925901639344,0.080239232971073,0.0802609931325771,0.2369968714082695,0.0799660856806146,0.0802609931325771,0.3779841325235765,0.0800128509399873,0.0801159253892169,0.080127378105798,0.1636738461324071,0.0902802981018594,0.1291428571428571
453,0.2443,0.240299,36.0,3000,attachment2,453,0.0040009999999999,0.2395016393442622,0.240335475409836,36.01147540983607,,-0.0008338360655737,0.0805110948459688,0.0805322325888466,0.2274485903750011,0.0802457605472128,0.0805322325888466,0.3732764874394979,0.0802911881525204,0.0803913143029944,0.0804024394308248,0.1599817947859995,0.0905977827063196,0.1294285714285714
454,0.2364,0.240635,36.0,3000,attachment2,454,-0.0042349999999999,0.239611475409836,0.2406720327868852,36.01147540983607,,-0.0010605573770491,0.0805822034770334,0.0806076394086394,0.2558065323404194,0.0802629155987157,0.0806076394086394,0.3631520052667247,0.0803175805394479,0.0804380665312659,0.0804514538636902,0.1691695007147485,0.0909085942137588,0.1297142857142857
455,0.2346,0.240972,36.0,3000,attachment2,455,-0.0063719999999999,0.2396770491803278,0.2410088360655737,36.01147540983607,,-0.0013317868852459,0.0806246563911018,0.0806526584055306,0.2884454757982351,0.0802731574205084,0.0806526584055306,0.3467532515764865,0.0803333371883598,0.0804659783093385,0.0804807162116694,0.1793035248213034,0.0912102606685415,0.13
456,0.2405,0.241309,36.0,3000,attachment2,456,-0.000809,0.2397508196721311,0.241345868852459,36.01311475409836,,-0.0015950491803278,0.0806804574532455,0.0807033047770333,0.3149730275871238,0.080393663415173,0.0807033047770333,0.3155354402732279,0.0804427651198046,0.0805509892851149,0.0805630141923717,0.1857823673265451,0.0914724375719394,0.1302857142857142
457,0.2334,0.241647,36.0,3000,attachment2,457,-0.008247,0.240072131147541,0.2416831311475409,36.014754098360655,,-0.0016109999999999,0.0808965182659975,0.0809238978618002,0.3064277678613502,0.0805528322871057,0.0809238978618002,0.3186908595355527,0.0806116744008922,0.0807413672231155,0.0807557775366959,0.1794794470832137,0.0917533604128405,0.1305714285714285
458,0.2376,0.241984,36.0,3000,attachment2,458,-0.0043839999999999,0.2405409836065573,0.2420206393442623,36.01803278688524,,-0.0014796557377049,0.0812161396692202,0.0812457836895724,0.283382150708743,0.0808440292032203,0.0812457836895724,0.2927081060620121,0.0809077378434509,0.0810481568872244,0.0810637590031993,0.1699004863954522,0.0920360162882708,0.1308571428571428
